650	732	3
29	264	3
908	223	4
313	226	4
58	175	5
696	9	5
532	840	4
82	274	3
43	1048	3
268	453	1
197	385	2
92	1046	3
60	228	4
378	50	4
214	13	3
592	326	4
406	543	4
325	210	2
781	127	5
749	356	4
795	95	4
280	182	3
474	707	5
474	488	3
733	1338	4
640	249	4
618	790	3
416	226	4
435	674	2
714	282	4
436	761	4
5	451	1
818	258	4
49	998	2
608	753	5
134	339	2
339	631	5
499	272	5
13	834	1
795	583	4
686	64	5
660	318	3
256	829	4
83	717	4
301	763	4
28	859	3
393	273	3
354	197	4
606	88	4
393	690	4
149	326	3
450	371	3
178	58	5
773	1	3
715	83	4
479	70	4
59	562	4
885	419	4
12	202	4
405	1419	2
89	301	5
862	201	3
567	60	5
158	433	3
865	625	1
752	1279	3
416	140	4
916	844	3
642	843	3
450	622	5
532	1415	2
393	810	4
455	277	4
335	260	3
180	367	1
551	447	5
82	513	4
450	795	3
167	1307	2
665	931	3
860	333	3
125	238	3
468	582	3
882	135	5
180	762	4
334	887	5
601	168	5
293	507	4
916	709	3
87	409	3
334	905	1
916	172	5
325	530	4
299	916	3
637	475	1
833	745	4
194	58	4
405	374	1
553	513	4
757	143	3
458	127	5
570	305	5
712	401	3
84	523	4
264	721	5
741	785	3
269	66	1
70	1146	3
145	96	5
28	11	4
896	746	3
758	580	4
708	151	4
424	508	3
804	625	3
271	505	4
293	849	2
497	258	4
697	257	5
89	181	4
497	197	3
348	685	4
793	240	4
294	619	3
228	812	5
608	238	5
942	265	5
305	214	2
209	50	5
534	15	4
360	963	5
381	50	5
863	877	1
870	693	4
23	96	4
918	995	3
174	905	3
181	950	1
271	190	4
919	325	4
851	4	5
395	258	4
476	780	3
751	172	5
883	82	3
816	678	4
459	1190	4
595	1259	3
327	72	2
460	1115	3
450	373	3
81	544	2
537	921	3
554	692	4
275	473	3
456	547	3
194	520	5
813	690	4
160	408	4
495	511	4
518	273	5
864	223	5
253	200	4
313	823	3
263	328	4
933	523	4
51	203	4
267	720	3
405	388	4
270	554	1
653	175	2
454	118	4
437	47	4
15	925	2
826	271	4
563	233	4
59	432	4
661	161	4
648	125	2
109	393	4
246	597	2
766	187	4
378	921	4
429	500	1
736	254	1
852	825	3
655	751	3
279	710	4
286	198	4
668	137	3
630	1	4
480	1388	4
95	736	4
786	86	4
379	192	4
450	494	3
417	222	3
586	665	3
316	482	3
173	303	5
303	54	3
693	662	4
472	161	5
222	70	3
881	1217	5
92	678	2
901	243	2
690	168	3
299	47	4
487	941	3
290	566	3
6	100	5
896	468	2
562	511	2
860	272	3
477	451	5
346	455	3
301	678	2
455	660	4
562	1126	4
321	493	4
699	333	3
318	792	2
332	451	5
532	346	5
552	864	3
896	92	1
650	420	3
648	49	2
643	47	4
437	709	5
804	98	5
851	1314	1
407	949	3
232	493	4
882	228	5
592	4	4
378	542	4
405	956	2
919	755	3
851	916	3
330	1	5
531	890	1
194	28	5
234	25	3
446	332	3
523	202	4
336	284	4
11	39	3
666	255	4
389	686	3
768	50	4
727	616	2
932	654	5
339	178	5
200	140	4
863	1296	3
658	960	4
318	77	3
456	181	3
790	472	2
542	194	4
116	191	4
64	718	4
487	431	3
254	389	3
593	977	3
727	771	3
119	658	5
263	520	3
449	269	5
221	53	4
334	603	5
932	528	5
823	660	5
710	198	4
484	222	5
60	603	5
416	1132	2
99	456	3
472	554	5
541	66	4
43	8	4
542	89	4
716	192	3
606	191	5
332	628	4
749	1034	2
923	1017	5
43	100	4
121	165	4
560	134	5
537	205	5
102	79	2
524	175	3
158	244	4
788	823	3
643	127	5
734	15	4
37	22	5
748	189	4
215	230	3
405	1221	1
577	829	3
551	211	5
3	318	4
666	258	4
326	161	3
91	99	2
893	759	3
826	55	5
836	357	5
234	617	3
543	515	4
236	172	3
184	318	5
269	435	3
395	151	3
280	419	3
189	313	2
771	1129	5
844	326	3
59	504	5
561	478	4
345	42	2
478	1048	4
184	235	2
827	269	5
838	173	5
620	164	5
14	430	5
447	748	1
208	208	4
562	127	5
497	746	5
499	750	5
193	553	4
405	970	1
389	612	4
271	97	5
826	449	4
334	553	1
403	147	5
13	509	5
458	7	4
450	4	3
109	413	3
416	85	3
916	1014	3
13	525	5
598	313	5
833	188	4
707	1545	2
546	98	5
174	278	5
716	521	3
236	429	1
487	978	1
686	181	4
164	118	5
682	1067	3
102	286	3
692	411	4
377	689	3
318	191	5
760	845	5
932	54	4
896	1119	3
908	525	4
299	1006	4
922	403	3
661	709	4
26	255	3
328	510	5
810	313	5
559	56	3
407	491	4
535	7	5
354	607	3
46	690	5
315	475	4
387	434	5
128	48	4
396	1399	3
523	523	3
303	216	5
559	661	3
236	255	3
234	844	2
380	71	4
416	67	4
894	290	2
796	684	5
798	97	1
673	303	5
95	50	5
497	228	3
854	225	1
719	423	3
286	419	5
85	157	3
682	925	3
279	1	3
870	385	3
181	1344	1
308	477	4
891	756	4
682	239	3
850	208	5
305	904	4
301	176	4
16	27	2
618	1058	3
216	763	4
717	121	2
378	196	4
716	404	4
929	144	3
364	948	4
279	1181	4
481	204	4
871	955	3
478	7	1
568	100	4
405	651	5
566	467	3
717	302	5
429	805	3
