-0.35278	0.5748	-0.30041	-0.7122	0.42768	0.60894	-0.35031	-0.82145	0.015892	-2.2828
0.2901	0.59899	0.32416	-0.76024	-0.7773	-0.15199	-0.5804	0.66216	0.53536	0.0016161
0.16855	0.86816	-0.28149	-0.76747	0.62966	-0.86061	0.73329	-0.87087	-0.22633	-6.2805
0.34435	0.40152	-0.67001	-0.93312	-0.03535	-0.70871	-0.26093	0.18013	0.28517	-0.61547
0.58538	0.44835	0.22573	-0.8805	0.36711	0.048179	-0.35289	0.10328	-0.38648	-6.6347
-0.23961	-0.61094	-0.83751	0.54888	0.787	-0.42816	0.096743	0.81782	-0.17487	5.3648
-0.84141	0.77261	0.89569	0.45061	0.38348	-0.099486	-0.57937	-0.56941	-0.75756	-7.1957
-0.13162	-0.061225	0.25081	0.79711	-0.9807	0.58523	-0.79323	-0.41215	0.43599	0.53637
0.57095	0.81482	-0.44085	-0.61354	-0.39485	0.65112	-0.45512	0.72314	0.045619	-1.549
-0.39024	0.082617	-0.00092373	-0.38015	0.094916	0.15459	-0.22284	0.80835	-0.22681	0.91385
0.46806	-0.70172	0.39859	-0.5386	0.23654	0.56409	0.41044	-0.84814	0.0067597	-0.6502
-0.79961	0.7356	0.5869	-0.97441	0.070041	-0.28879	-0.1409	0.7341	-0.85804	-0.53503
-0.65447	0.4948	0.020885	-0.78279	-0.95726	-0.93452	0.18776	0.84455	0.19204	5.4509
0.85023	0.54039	-0.82707	0.29475	0.072641	0.71347	-0.37612	0.79421	0.27123	-1.8855
0.57684	-0.51934	0.34304	-0.27982	-0.96284	-0.32069	0.45542	0.34245	-0.31884	-2.3601
0.55765	-0.72714	-0.39084	0.71662	0.64475	-0.20849	-0.31137	-0.23983	-0.54374	-2.8039
0.75461	0.57601	0.90264	-0.038068	0.50251	0.54348	0.9473	-0.56266	-0.26834	-6.0459
0.81944	0.77509	0.082517	-0.68716	-0.058249	0.88959	-0.17417	-0.25106	-0.92593	-7.4746
0.86077	-0.29324	-0.71895	-0.35341	0.54055	-0.74846	-0.040817	0.16743	-0.64108	-5.5575
-0.19199	0.07599	0.82709	0.18521	0.15819	0.31982	0.28414	-0.51031	-0.7633	-4.2987
-0.4217	-0.19648	-0.88552	0.79766	-0.36122	-0.84736	0.54327	0.87069	0.38568	5.9357
0.53742	-0.8043	-0.37408	0.50202	-0.27141	-0.13823	-0.48069	-0.16128	0.4483	0.58952
0.88776	0.58364	-0.54342	0.44029	-0.66547	0.8847	-0.63528	0.301	-0.9994	-8.3735
-0.44121	-0.50323	0.73285	-0.73259	-0.26821	0.20714	0.95608	-0.90888	0.33172	3.0023
-0.25774	-0.076063	0.74245	0.5516	0.72264	-0.87533	0.59919	-0.30457	0.89971	3.8263
-0.45357	-0.42917	0.72435	0.19086	-0.91074	-0.47852	-0.34785	-0.41147	0.32795	0.99888
-0.052922	-0.79943	-0.53022	0.98048	0.92406	0.40984	-0.33396	-0.38369	-0.95102	-2.34
0.92109	0.17185	-0.28185	-0.96876	-0.96487	0.89796	-0.58729	-0.78712	-0.89954	-8.3556
-0.79649	-0.98906	0.0029022	0.66641	-0.024271	-0.34937	0.36193	0.71682	-0.15481	6.6557
0.081289	-0.52512	0.095585	-0.71721	-0.23605	-0.17156	-0.60681	-0.94719	-0.71135	-7.811
-0.38494	0.98675	-0.039845	0.89144	0.37312	0.36068	-0.44541	-0.73838	-0.33496	-7.0731
-0.6967	0.4944	0.67224	-0.31437	0.1147	-0.98545	0.27189	0.60138	-0.44427	-1.4259
-0.15475	-0.82187	-0.60371	0.20929	0.77692	-0.13123	-0.79603	-0.16674	0.93915	6.648
-0.35158	-0.86186	-0.72734	-0.86526	0.13885	0.21248	-0.83863	0.91276	-0.46836	5.1202
0.11281	0.58678	-0.93305	0.59044	0.41427	0.7781	0.48542	0.055517	-0.19227	-1.3707
-0.63112	-0.99104	0.56765	-0.4467	0.012979	0.17774	-0.33012	0.97853	-0.46354	3.6459
-0.57019	-0.56999	0.58776	-0.93294	0.29528	0.50176	0.2325	0.91212	0.56073	9.935
0.13052	-0.45294	0.30661	0.63769	-0.61126	-0.17614	-0.049635	0.14934	0.42076	0.96023
0.81729	0.40722	0.38404	0.54927	-0.049344	0.73751	0.49882	-0.35375	0.51524	-2.64
0.3998	0.61219	-0.91571	-0.73731	-0.8017	0.30181	0.25342	0.83228	-0.53073	-0.65728
0.77092	0.31925	0.86926	-0.75563	0.90212	0.16511	-0.39888	0.66671	-0.14554	-3.8385
0.48639	-0.061159	0.19751	-0.32074	-0.26502	-0.92124	0.85998	-0.4605	-0.69056	-4.192
-0.11064	0.52664	-0.72116	-0.22105	0.71368	0.25421	-0.020288	0.81821	-0.96443	-1.2472
-0.76279	0.17927	0.53417	-0.46588	0.95819	-0.19963	-0.77867	0.5518	0.12035	4.0903
0.87854	0.485	0.23183	-0.92832	-0.38566	-0.57161	0.63283	-0.16203	-0.20253	-6.7616
0.1929	0.23141	0.15478	-0.23612	0.67554	-0.073611	0.81053	0.64543	-0.6419	0.99811
-0.33797	-0.4297	0.013971	0.12001	-0.90772	0.37304	0.2647	-0.22928	0.57037	6.0873
-0.414	-0.75469	0.66273	-0.41605	0.73698	-0.46022	-0.31982	0.06258	-0.38073	0.9272
0.0081632	-0.042379	-0.31553	-0.95679	-0.32876	0.38911	0.095859	-0.91108	0.053544	0.98646
0.68956	0.0067632	0.75701	-0.44385	-0.3974	0.89101	-0.83601	0.98259	-0.37989	-3.4787
0.89133	-0.54551	-0.37979	0.25016	0.79068	-0.097928	-0.30261	-0.04904	0.75253	-1.0181
0.69662	0.1595	0.36564	-0.52341	0.038801	-0.45575	0.84962	0.85695	-0.83187	-2.4639
0.088036	-0.47801	-0.99007	-0.6308	-0.47892	0.57801	0.69196	0.36295	-0.043726	5.4077
0.041679	-0.89544	-0.32593	0.55266	0.8818	-0.16098	-0.60929	-0.089847	-0.7653	-2.7793
0.052435	-0.43819	-0.085227	0.68421	0.61548	0.2223	0.62075	-0.81508	0.42204	1.5443
0.25017	0.53195	-0.42102	0.31227	-0.79798	-0.64003	-0.45124	0.9597	0.093933	-0.33463
-0.44238	-0.26644	0.53803	-0.55498	0.97181	-0.50629	0.28261	-0.41829	0.89782	4.96
0.043774	-0.65602	-0.72993	0.16232	-0.76829	0.77457	0.11035	-0.36367	0.35164	5.5817
-0.33952	-0.0071789	0.70408	0.91652	0.047737	-0.72873	0.13217	0.19123	-0.44612	-1.0415
-0.44981	0.27544	0.57675	-0.35253	-0.79351	-0.431	0.71535	0.81834	-0.068357	3.0877
-0.25418	-0.32277	0.36394	-0.73921	-0.82772	-0.53211	-0.7983	-0.27431	0.32541	-0.66862
0.97264	0.99484	-0.22274	0.48045	0.11509	-0.46759	0.75162	-0.44719	0.2431	-5.5569
0.50671	0.76708	0.73441	0.85707	0.83662	-0.96326	0.45901	2.254e-06	-0.8068	-9.8351
-0.10802	0.89101	-0.63728	-0.26535	-0.87763	-0.78865	-0.11408	0.088775	0.48214	-0.39078
0.69156	0.90278	-0.57493	-0.75716	0.75903	0.28881	-0.58597	0.9916	0.70895	1.7793
0.0028488	-0.95377	0.92481	-0.68253	-0.017008	0.39304	-0.68923	0.41997	0.35418	2.5058
0.10374	-0.07548	-0.13244	0.73496	-0.31717	0.98342	0.45844	0.53732	0.41699	4.0943
0.48552	0.41755	0.19112	-0.026627	0.6464	0.73132	-0.40313	0.41486	-0.80661	-5.1844
-0.45516	0.76492	0.5091	-0.59913	0.89343	-0.92326	0.12994	0.44028	-0.22827	1.037
-0.2273	-0.74474	0.3846	-0.49392	0.29905	0.40116	0.11082	0.42217	-0.89154	0.65561
0.50722	-0.33442	-0.11215	0.40633	0.95562	-0.8002	0.42536	0.70891	0.57912	6.2201
-0.013058	-0.42965	0.2315	0.53386	0.011527	0.61773	0.97375	-0.41203	-0.62855	-2.2637
0.33036	-0.54266	-0.6656	-0.029086	0.80912	-0.85911	-0.030773	0.68635	-0.31409	2.5961
0.80374	0.11106	0.29755	0.84778	0.089146	0.29289	0.49265	0.95148	-0.83936	-6.7654
-0.33142	-0.060363	-0.50431	0.24352	0.63858	0.30218	0.066165	0.32468	0.63731	8.3928
-0.40886	-0.47088	0.031336	-0.55099	0.74396	0.40633	0.98224	-0.17805	-0.67832	4.0121
0.2362	0.87103	0.13265	0.64236	0.64238	-0.052678	-0.75455	-0.65603	0.56099	-3.8762
-0.63504	0.93777	0.44329	-0.66063	0.56132	-0.76498	0.90321	-0.094712	0.94022	3.5541
-0.57571	-0.56855	-0.33753	0.84176	0.76644	0.58961	-0.73528	0.81252	-0.24766	5.4967
0.61271	-0.67615	0.98118	0.5515	-0.93686	0.6256	-0.7581	0.042009	0.60745	-0.96421
-0.78256	-0.087821	-0.36289	0.84021	0.96426	0.26711	0.82739	0.70909	-0.70153	3.8514
0.35462	-0.49036	-0.65702	-0.5496	0.75658	-0.35402	0.89678	-0.35037	0.76188	6.4293
-0.61023	-0.46813	0.5839	-0.12548	0.29555	0.0080524	0.3288	0.7265	-0.0087495	5.1809
-0.25642	0.98159	-0.89609	0.30905	0.41302	-0.72425	0.12144	0.043006	-0.68846	-4.1881
0.079436	0.11814	0.5838	0.99669	0.89749	-0.19653	-0.68553	0.82888	0.36087	-0.66024
-0.49772	0.69561	0.72327	-0.89742	-0.13581	0.20312	0.39328	-0.44247	0.23144	0.14315
0.4383	-0.34813	-0.78715	-0.42571	0.8224	0.7392	-0.17551	0.85246	0.21363	3.6804
