3.610031472375234696e+00	4.981490501397972892e+00	1.000000000000000000e+00
5.554092988430573641e+00	5.382306174534009280e+00	1.000000000000000000e+00
4.679381630772372347e+00	5.732553956758556168e+00	1.000000000000000000e+00
4.080891643081220543e+00	4.618291284395596108e+00	1.000000000000000000e+00
3.698090029126391620e+00	5.377576917226519981e+00	1.000000000000000000e+00
4.435725594890066681e+00	5.301278195938171400e+00	1.000000000000000000e+00
2.671313034172666523e+00	5.257820272107808002e+00	1.000000000000000000e+00
4.175315455234324347e+00	4.279349398508226265e+00	1.000000000000000000e+00
2.872988783410372893e+00	3.864004778763870718e+00	1.000000000000000000e+00
4.130060921633218030e+00	5.703939762621926590e+00	1.000000000000000000e+00
2.175603638279675067e+00	4.573114382883147755e+00	1.000000000000000000e+00
3.249137861284483453e+00	3.837935723933555643e+00	1.000000000000000000e+00
4.917524455714871401e+00	6.269717821039462180e+00	1.000000000000000000e+00
2.260388108239165028e+00	3.702482990694169196e+00	1.000000000000000000e+00
5.951126409382054838e+00	5.422028272250429382e+00	1.000000000000000000e+00
3.223333067849680766e+00	4.197657658033834061e+00	1.000000000000000000e+00
4.901216598088538490e+00	6.322670210885844355e+00	1.000000000000000000e+00
4.844793165137409652e+00	5.363071926714110482e+00	1.000000000000000000e+00
3.677949492628505901e+00	5.706883550147574979e+00	1.000000000000000000e+00
4.912344888745110438e+00	4.855984184182494445e+00	1.000000000000000000e+00
4.865906348010367033e+00	6.371261088806225104e+00	1.000000000000000000e+00
5.162944480016284032e+00	5.683155923920405250e+00	1.000000000000000000e+00
1.829017748114981634e+00	3.971746762079940929e+00	1.000000000000000000e+00
3.720365828466539959e+00	4.913262224970287306e+00	1.000000000000000000e+00
5.553744375781317189e+00	5.621737113137132091e+00	1.000000000000000000e+00
4.416885641806153728e+00	5.176043905973188863e+00	1.000000000000000000e+00
5.890549677068342760e+00	6.396992793265324551e+00	1.000000000000000000e+00
5.744807479708105014e+00	5.283219821166632357e+00	1.000000000000000000e+00
4.249922885655084137e+00	6.016282380873131608e+00	1.000000000000000000e+00
3.409893726150647897e+00	5.573441749431506942e+00	1.000000000000000000e+00
3.623762009433166842e+00	4.225093141399600682e+00	1.000000000000000000e+00
4.790567377949985328e+00	4.887745856585691939e+00	1.000000000000000000e+00
4.351730597373366649e+00	6.155554978231343455e+00	1.000000000000000000e+00
2.450773157996897211e+00	4.776574363802527756e+00	1.000000000000000000e+00
5.160515509776115728e+00	4.738268419761421768e+00	1.000000000000000000e+00
4.899027642819592465e+00	5.067449478414024711e+00	1.000000000000000000e+00
5.604403511871206334e+00	6.416026527635252386e+00	1.000000000000000000e+00
5.908863870575013166e+00	5.465759022984514104e+00	1.000000000000000000e+00
2.246568494554299633e+00	3.918110526391020088e+00	1.000000000000000000e+00
4.206319023212671482e+00	6.014104232781890325e+00	1.000000000000000000e+00
2.610937983682357633e+00	4.611984157530452322e+00	1.000000000000000000e+00
4.101696928560084388e+00	5.447404514707244516e+00	1.000000000000000000e+00
